Coin Name,Complete Name,Algorithm,Proof Type,Total Coin Supply
Volkswagen AG,Volkswagen AG (VOW3.CUR),N/A,N/A,0
Walgreen Boots Alliance,Walgreen Boots Alliance (WBA.CUR),N/A,N/A,0
Workday Inc,Workday Inc (WDAY.CUR),N/A,N/A,0
Wells Fargo &amp; Co,Wells Fargo &amp; Co (WFC.CUR),N/A,N/A,0
Wal-Mart Stores Inc,Wal-Mart Stores Inc (WMT.CUR),N/A,N/A,0
Slack Technologies Inc,Slack Technologies Inc (WORK.CUR),N/A,N/A,0
Dow Jones 30,Dow Jones 30 (US30.CUR),N/A,N/A,0
US Steel Corp,US Steel Corp (X.CUR),N/A,N/A,0
Silver Spot,Silver Spot (Silver.CUR),N/A,N/A,0
Gold Spot,Gold Spot (Gold.CUR),N/A,N/A,0
Brent Crude Oil Spot,Brent Crude Oil Spot (Oil - Crude.CUR),N/A,N/A,0
Health Care Select Sector SPDR Fund,Health Care Select Sector SPDR Fund (XLV.CUR),N/A,N/A,0
Palladium Spot,Palladium Spot (Palladium.CUR),N/A,N/A,0
AdvisorShares Pure Cannabis ETF,AdvisorShares Pure Cannabis ETF (YOLO.CUR),N/A,N/A,0
Covestro AG,Covestro AG (1COV.CUR),N/A,N/A,0
Adient,Adient (ADNT.CUR),N/A,N/A,0
Agnico Eagle,Agnico Eagle (AEM.CUR),N/A,N/A,0
Air France-Klm,Air France-Klm (AFp.CUR),N/A,N/A,0
Allergan,Allergan (AGN.CUR),N/A,N/A,0
Delta Air Lines,Delta Air Lines (AIR.CUR),N/A,N/A,0
Ally Financial,Ally Financial (ALLY.CUR),N/A,N/A,0
"Alnylam Pharmaceuticals, Inc.","Alnylam Pharmaceuticals, Inc. (ALNY.CUR)",N/A,N/A,0
"Alexion Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc. (ALXN.CUR)",N/A,N/A,0
Amundi,Amundi (AMUN.CUR),N/A,N/A,0
Autonation,Autonation (AN.CUR),N/A,N/A,0
Aperam S.A.,Aperam S.A. (APAM.CUR),N/A,N/A,0
Antero Resources,Antero Resources (AR.CUR),N/A,N/A,0
Arconic,Arconic (ARNC.CUR),N/A,N/A,0
YY Inc.,YY Inc. (YY.CUR),N/A,N/A,0
Bed Bath &amp; Beyond Inc.,Bed Bath &amp; Beyond Inc. (BBBY.CUR),N/A,N/A,0
"Baidu, Inc.","Baidu, Inc. (BIDU.CUR)",N/A,N/A,0
Big Lots,Big Lots (BIG.CUR),N/A,N/A,0
Biogen Inc.,Biogen Inc. (BIIB.CUR),N/A,N/A,0
Bilibili Inc.,Bilibili Inc. (BILI.CUR),N/A,N/A,0
"bluebird bio, Inc.","bluebird bio, Inc. (BLUE.CUR)",N/A,N/A,0
Boston Scientific,Boston Scientific (BSX.CUR),N/A,N/A,0
Baozun Inc.,Baozun Inc. (BZUN.CUR),N/A,N/A,0
Conagra Brands Inc,Conagra Brands Inc (CAG.CUR),N/A,N/A,0
Chemours,Chemours (CC.CUR),N/A,N/A,0
Ciena,Ciena (CIEN.CUR),N/A,N/A,0
"Clovis Oncology, Inc.","Clovis Oncology, Inc. (CLVS.CUR)",N/A,N/A,0
Consol Energy,Consol Energy (CNX.CUR),N/A,N/A,0
"CommScope Holding Company, Inc.","CommScope Holding Company, Inc. (COMM.CUR)",N/A,N/A,0
Campbell Soup,Campbell Soup (CPB.CUR),N/A,N/A,0
"Copart, Inc.","Copart, Inc. (CPRT.CUR)",N/A,N/A,0
Cronos Group Inc.,Cronos Group Inc. (CRON.CUR),N/A,N/A,0
Catalent Inc,Catalent Inc (CTLT.CUR),N/A,N/A,0
CVS Health,CVS Health (CVS.CUR),N/A,N/A,0
Deere,Deere (DE.CUR),N/A,N/A,0
Dollar General,Dollar General (DG.CUR),N/A,N/A,0
Delta Air Lines,Delta Air Lines (DAL.CUR),N/A,N/A,0
Danaher,Danaher (DHR.CUR),N/A,N/A,0
Delphi Automotive,Delphi Automotive (DLPH.CUR),N/A,N/A,0
"Dollar Tree, Inc.","Dollar Tree, Inc. (DLTR.CUR)",N/A,N/A,0
DowDuPont Inc.,DowDuPont Inc. (DWDP.CUR),N/A,N/A,0
Edf,Edf (EDF.CUR),N/A,N/A,0
Eastman Chemical,Eastman Chemical (EMN.CUR),N/A,N/A,0
Eutelsat Communications,Eutelsat Communications (ETL.CUR),N/A,N/A,0
Exact Sciences Corporation,Exact Sciences Corporation (EXAS.CUR),N/A,N/A,0
"Exelixis, Inc.","Exelixis, Inc. (EXEL.CUR)",N/A,N/A,0
Expedia Inc,Expedia Inc (EXPE.CUR),N/A,N/A,0
Fedex,Fedex (FDX.CUR),N/A,N/A,0
"Five Below, Inc.","Five Below, Inc. (FIVE.CUR)",N/A,N/A,0
Total,Total (FP.CUR),N/A,N/A,0
General Dynamics,General Dynamics (GD.CUR),N/A,N/A,0
Gilead Sciences,Gilead Sciences (GILD.CUR),N/A,N/A,0
Galapagos NV,Galapagos NV (GLPG.CUR),N/A,N/A,0
"The Gap, Inc.","The Gap, Inc. (GPS.CUR)",N/A,N/A,0
Yandex N.V.,Yandex N.V. (YNDX.CUR),N/A,N/A,0
Garmin Ltd.,Garmin Ltd. (GRMN.CUR),N/A,N/A,0
Grubhub,Grubhub (GRUB.CUR),N/A,N/A,0
The Goodyear Tire &amp; Rubber Company,The Goodyear Tire &amp; Rubber Company (GT.CUR),N/A,N/A,0
GW Pharmaceuticals PLC,GW Pharmaceuticals PLC (GWPH.CUR),N/A,N/A,0
HCA Healthcare,HCA Healthcare (HCA.CUR),N/A,N/A,0
Huami Corporation,Huami Corporation (HMI.CUR),N/A,N/A,0
"Intercept Pharmaceuticals, Inc.","Intercept Pharmaceuticals, Inc. (ICPT.CUR)",N/A,N/A,0
Incyte Corporation,Incyte Corporation (INCY.CUR),N/A,N/A,0
International Paper,International Paper (IP.CUR),N/A,N/A,0
Ipsen,Ipsen (IPN.CUR),N/A,N/A,0
iRobot Corporation,iRobot Corporation (IRBT.CUR),N/A,N/A,0
"Intuitive Surgical, Inc.","Intuitive Surgical, Inc. (ISRG.CUR)",N/A,N/A,0
Jabil,Jabil (JBL.CUR),N/A,N/A,0
"JinkoSolar Holding Co., Ltd.","JinkoSolar Holding Co., Ltd. (JKS.CUR)",N/A,N/A,0
Nordstrom,Nordstrom (JWN.CUR),N/A,N/A,0
Kellogg,Kellogg (K.CUR),N/A,N/A,0
The Kraft Heinz Company,The Kraft Heinz Company (KHC.CUR),N/A,N/A,0
Lukoil PJSC ADR,Lukoil PJSC ADR (LKOD.CUR),N/A,N/A,0
Eli Lilly &amp; Co,Eli Lilly &amp; Co (LLY.CUR),N/A,N/A,0
LexinFintech Holdings Ltd.,LexinFintech Holdings Ltd. (LX.CUR),N/A,N/A,0
LYFT,LYFT (LYFT.CUR),N/A,N/A,0
Macerich,Macerich (MAC.CUR),N/A,N/A,0
Lvmh Moet Hennessy Louis Vuitton Se,Lvmh Moet Hennessy Louis Vuitton Se (MC.CUR),N/A,N/A,0
Microchip Technology Incorporated,Microchip Technology Incorporated (MCHP.CUR),N/A,N/A,0
MGM Resorts International,MGM Resorts International (MGM.CUR),N/A,N/A,0
Mallinckrodt,Mallinckrodt (MNK.CUR),N/A,N/A,0
Marvell Technology Group Ltd.,Marvell Technology Group Ltd. (MRVL.CUR),N/A,N/A,0
"Match Group, Inc.","Match Group, Inc. (MTCH.CUR)",N/A,N/A,0
"Micron Technology, Inc.","Micron Technology, Inc. (MU.CUR)",N/A,N/A,0
Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line Holdings Ltd. (NCLH.CUR),N/A,N/A,0
Yelp,Yelp (YELP.CUR),N/A,N/A,0
Aurubis AG,Aurubis AG (NDA.CUR),N/A,N/A,0
Nextera Energy,Nextera Energy (NEE.CUR),N/A,N/A,0
Nektar Therapeutics,Nektar Therapeutics (NKTR.CUR),N/A,N/A,0
ServiceNow,ServiceNow (NOW.CUR),N/A,N/A,0
"NetEase, Inc.","NetEase, Inc. (NTES.CUR)",N/A,N/A,0
Oasis Petroleum,Oasis Petroleum (OAS.CUR),N/A,N/A,0
Gazprom PJSC ADR,Gazprom PJSC ADR (OGZD.CUR),N/A,N/A,0
"Obrascón Huarte Lain, S.A.","Obrascón Huarte Lain, S.A. (OHL.CUR)",N/A,N/A,0
"Overstock.com, Inc.","Overstock.com, Inc. (OSTK.CUR)",N/A,N/A,0
"Paycom Software, Inc.","Paycom Software, Inc. (PAYC.CUR)",N/A,N/A,0
Pbf Energy Cl A,Pbf Energy Cl A (PBF.CUR),N/A,N/A,0
XPO Logistics,XPO Logistics (XPO.CUR),N/A,N/A,0
Petroleo Brasileiro SA,Petroleo Brasileiro SA (PBR.CUR),N/A,N/A,0
"Puma Biotechnology, Inc.","Puma Biotechnology, Inc. (PBYI.CUR)",N/A,N/A,0
Pepsico,Pepsico (PEP.CUR),N/A,N/A,0
"Xilinx, Inc.","Xilinx, Inc. (XLNX.CUR)",N/A,N/A,0
PNC Financial Services Group,PNC Financial Services Group (PNC.CUR),N/A,N/A,0
"Patterson-UTI Energy, Inc.","Patterson-UTI Energy, Inc. (PTEN.CUR)",N/A,N/A,0
Cimarex Energy,Cimarex Energy (XEC.CUR),N/A,N/A,0
QUALCOMM Inc,QUALCOMM Inc (QCOM.CUR),N/A,N/A,0
"Qorvo, Inc.","Qorvo, Inc. (QRVO.CUR)",N/A,N/A,0
Ryder System,Ryder System (R.R.CUR),N/A,N/A,0
Rite Aid,Rite Aid (RAD.CUR),N/A,N/A,0
Rh,Rh (RH.CUR),N/A,N/A,0
Whiting Petroleum,Whiting Petroleum (WLL.CUR),N/A,N/A,0
Resmed,Resmed (RMD.CUR),N/A,N/A,0
Weibo Corporation,Weibo Corporation (WB.CUR),N/A,N/A,0
Renault Par,Renault Par (RNO.CUR),N/A,N/A,0
"Roku, Inc.","Roku, Inc. (ROKU.CUR)",N/A,N/A,0
"Sage Therapeutics, Inc.","Sage Therapeutics, Inc. (SAGE.CUR)",N/A,N/A,0
Sberbank of Russia GDR,Sberbank of Russia GDR (SBER.CUR),N/A,N/A,0
Energous Corporation,Energous Corporation (WATT.CUR),N/A,N/A,0
Wayfair Cl A,Wayfair Cl A (W.CUR),N/A,N/A,0
Ses Fdr,Ses Fdr (SESG.CUR),N/A,N/A,0
Signet Jewelers,Signet Jewelers (SIG.CUR),N/A,N/A,0
Us Silica Holdings,Us Silica Holdings (SLCA.CUR),N/A,N/A,0
"21Vianet Group, Inc.","21Vianet Group, Inc. (VNET.CUR)",N/A,N/A,0
The Scotts Miracle-Gro Company,The Scotts Miracle-Gro Company (SMG.CUR),N/A,N/A,0
Sony Corporation,Sony Corporation (SNE.CUR),N/A,N/A,0
Sohu.com Limited,Sohu.com Limited (SOHU.CUR),N/A,N/A,0
Sapien Network,Sapien Network (SPN),N/A,N/A,500000000 
Under Armour Cl A,Under Armour Cl A (UAA.CUR),N/A,N/A,0
Superi Ener Svcs,Superi Ener Svcs (SPN.CUR),N/A,N/A,0
Square Cl A,Square Cl A (SQ.CUR),N/A,N/A,0
"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc. (SRPT.CUR)",N/A,N/A,0
Sistema PJSFC GDR,Sistema PJSFC GDR (SSA.CUR),N/A,N/A,0
Textron,Textron (TXT.CUR),N/A,N/A,0
"Steel Dynamics, Inc.","Steel Dynamics, Inc. (STLD.CUR)",N/A,N/A,0
Stmicroelectronics Adr,Stmicroelectronics Adr (STM.CUR),N/A,N/A,0
"Skyworks Solutions, Inc.","Skyworks Solutions, Inc. (SWKS.CUR)",N/A,N/A,0
Sysco,Sysco (SYY.CUR),N/A,N/A,0
Atlassian Corporation Plc,Atlassian Corporation Plc (TEAM.CUR),N/A,N/A,0
Teva Pharma Ind Adr Rep 1,Teva Pharma Ind Adr Rep 1 (TEVA.CUR),N/A,N/A,0
Teleflex,Teleflex (TFX.CUR),N/A,N/A,0
Twilio Cl A,Twilio Cl A (TWLO.CUR),N/A,N/A,0
Target Corp,Target Corp (TGT.CUR),N/A,N/A,0
"Tilray, Inc.","Tilray, Inc. (TLRY.CUR)",N/A,N/A,0
"T-Mobile US, Inc.","T-Mobile US, Inc. (TMUS.CUR)",N/A,N/A,0
Tempur Sealy International,Tempur Sealy International (TPX.CUR),N/A,N/A,0
Thomson Reuters,Thomson Reuters (TRI.CUR),N/A,N/A,0
"TripAdvisor, Inc.","TripAdvisor, Inc. (TRIP.CUR)",N/A,N/A,0
"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc. (TTWO.CUR)",N/A,N/A,0
2Key Token,2Key Token (2KEY),N/A,N/A,600000000
Bitcoin Private,Bitcoin Private (BTCP),Equihash,PoW,22815307
The Hempcoin,The Hempcoin (THC),Scrypt,PoW/PoS,277753103
Matrix AI Network,Matrix AI Network (MXAI),N/A,N/A,647450056
PAMP Network,PAMP Network (PAMP),N/A,N/A,3000000
Codeo Token,Codeo Token (CODEO),N/A,N/A, 1000000000000
Membership Placeholders,Membership Placeholders (MP),N/A,N/A,360000000
Meter,Meter (MTRG),N/A,N/A,40000000
Dotcoin,Dotcoin (DOTC),Scrypt,PoW,890000000
DMM: Governance,DMM: Governance (DMG),N/A,N/A,250000000
BTEcoin,BTEcoin (BTE),N/A,N/A,18000000
Lucy,Lucy (LUCY),N/A,N/A,1000000000
Pool-X,Pool-X (POL),N/A,N/A,0
Streamity,Streamity (STM),N/A,N/A,99000000
ARCS,ARCS (ARX),N/A,N/A,20000000000
Perth Mint Gold Token,Perth Mint Gold Token (PMGT),N/A,N/A,0
Paparazzi,Paparazzi (PAZZI),N/A,N/A,2000000000
Prediqt,Prediqt (PQT),N/A,N/A,500000000000
Ispolink,Ispolink (ISP),N/A,N/A,10000000000
SilkRoadCoin,SilkRoadCoin (SILKR),N/A,N/A,1000000000
DDKoin,DDKoin (DDK),Ed25519,DPoS,45000000
Crypto Commonwealth,Crypto Commonwealth (CCOMM),N/A,N/A,1000000000
LocalAgro,LocalAgro (LACCOIN),N/A,N/A,100000000
KardiaChain,KardiaChain (KAI),N/A,N/A,5000000000
BASIC,BASIC (BASIC),N/A,N/A,8326258167
VARC,VARC (VARC),N/A,N/A,2500000000
CryptalDash,CryptalDash (CRD),N/A,N/A,1000000000
Treecle,Treecle (TRCL),N/A,N/A,2000000000
Gdigit,Gdigit (GLDS),N/A,N/A,15000000
ReFork,ReFork (EFK),N/A,N/A,4000000000
Innou,Innou (INNOU),N/A,N/A,81250000
CoinVisa,CoinVisa (CVS),N/A,N/A,1000000786
Zillios,Zillios (ZLST),N/A,N/A,1000000000
Jur,Jur (JUR),N/A,N/A,1000000000
Avalanche,Avalanche (AVAX),N/A,N/A,720000000
OZAPHYRE,OZAPHYRE (OZP),N/A,N/A,8000000
Sable Coin,Sable Coin (SAC1),N/A,N/A,600000000
ScPrime,ScPrime (SCP),Blake2b,N/A,N/A
Aurora,Aurora (AURO),N/A,dPoS/BFT,10000000000 
CyberMiles,CyberMiles (CMT),N/A,N/A,0
NovaCoin,NovaCoin (NVC),Scrypt,PoW/PoS,0
AEON,AEON (AEON),CryptoNight-Lite,PoW,18400000
Trustswap,Trustswap (SWAP),N/A,N/A,100000000
Keep Network,Keep Network (KEEP),N/A,N/A,1000000000
Barkis Network,Barkis Network (BKS),N/A,N/A,250000000
CounosX,CounosX (CCXX),N/A,N/A,21000000
RAKUN,RAKUN (RAKU),N/A,N/A,500000000
DARMA Cash,DARMA Cash (DMCH),N/A,PoS,460000000
PLAAS FARMERS TOKEN,PLAAS FARMERS TOKEN (PLAAS),N/A,N/A,50000000
Coineal Token,Coineal Token (NEAL),N/A,N/A,10000000000
BitGreen,BitGreen (BITG),Green Protocol,PoS,21000000
Amaten,Amaten (AMA),N/A,N/A,500000000
VEDX TOKEN,VEDX TOKEN (VEDX),N/A,N/A,100000000
Waves Enterprise,Waves Enterprise (WEST),N/A,N/A,400000000
Barter,Barter (BRTR),N/A,N/A,100000000
Union Fair Coin,Union Fair Coin (UFC),N/A,N/A,21000000
To The Moon,To The Moon (TTM),N/A,N/A,10000000000
ETHUP,ETHUP (ETHUP),N/A,N/A,0
ETHDOWN,ETHDOWN (ETHDOWN),N/A,N/A,0
LINKDOWN,LINKDOWN (LINKDOWN),N/A,N/A,0
LINKUP,LINKUP (LINKUP),N/A,N/A,0
ADADOWN,ADADOWN (ADADOWN),N/A,N/A,0
ADAUP,ADAUP (ADAUP),N/A,N/A,0
Index Chain,Index Chain (IDX),N/A,N/A,N/A
Finxflo,Finxflo (FXF),N/A,N/A,600000000
Oikos,Oikos (OKS),N/A,N/A,108653846.153846159577369690
Xank,Xank (XANK),N/A,N/A,1000000000
FIO Protocol,FIO Protocol (FIO),N/A,N/A,1000000000
Balloon-X,Balloon-X (BLX),N/A,N/A,1000000000
DEXTools,DEXTools (DEXT),N/A,N/A,200000000
4THPILLAR TECHNOLOGIES,4THPILLAR TECHNOLOGIES (FOUR),N/A,N/A,400000000
Defis,Defis (XGM),Equihash,N/A,N/A
Aleph.im,Aleph.im (ALEPH),N/A,N/A,1000000000
STONK,STONK (STONK),N/A,N/A,103420690
Meta,Meta (MTA),N/A,N/A,100000000
Orion Protocol,Orion Protocol (ORN),N/A,N/A,100000000
DeFiChain,DeFiChain (DFI),N/A,N/A,1200000000
Swingby,Swingby (SWINGBY),N/A,N/A,N/A
BitHIRE,BitHIRE (BHIRE),Scrypt,PoS,42000000
PolisPay,PolisPay (POLIS),X11,PoS,25000000
Winding Tree,Winding Tree (LIF),N/A,N/A,24976541.45
MintMe.com Coin,MintMe.com Coin (MINTME),Lyra2-MintMe version,PoW,517220587
Decentr,Decentr (DECENTR),N/A,N/A,1000000000
ECOChain,ECOChain (ECOCH),N/A,N/A,N/A
ProBit Token,ProBit Token (PROB),N/A,N/A,200000000
Vectorspace AI,Vectorspace AI (VXV),N/A,N/A,50000000
Sora,Sora (XOR),N/A,N/A,0
Helium,Helium (HNT),N/A,N/A,0
PlutusDeFi,PlutusDeFi (PLT),N/A,N/A,120000000
DEMOS,DEMOS (DEMOS),N/A,PoW+PoS,N/A
Native XBTPro Exchange Token,Native XBTPro Exchange Token (NEXBT),N/A,N/A,200000000
Nest Protocol,Nest Protocol (NEST),N/A,N/A,10000000000
Hey Bitcoin,Hey Bitcoin (HYBN),N/A,N/A,2311000000
Ulgen Hash Power,Ulgen Hash Power (UHP),N/A,N/A,2100000000
Darwinia Network,Darwinia Network (RING),N/A,N/A,10000000000
Imsmart,Imsmart (IMST),N/A,N/A,999999999
GeoDB,GeoDB (GEODB),N/A,N/A,300000000
UBU,UBU (UBU),N/A,N/A,21261980
DigiDinar Token,DigiDinar Token (DDRT),N/A,N/A,25000000
MCDEX,MCDEX (MCB),N/A,N/A,100000000
Attila,Attila (ATT),N/A,N/A,3000000000
Wrapped NXM,Wrapped NXM (WNXM),N/A,N/A,0
HOMIHELP,HOMIHELP (HOMI),N/A,N/A,100000000
Centric Cash,Centric Cash (CNS),N/A,N/A,30301578
Tendies,Tendies (TEND),N/A,N/A,0
MDUKEY,MDUKEY (MDU),N/A,N/A,200000000
Antiample,Antiample (XAMP),N/A,N/A,0
FOCV,FOCV (FOCV),N/A,N/A,210000000
INRToken,INRToken (INRT),N/A,N/A,100000000000
Lider Token,Lider Token (LIDER),N/A,N/A,700000000
Darwinia Commitment Token,Darwinia Commitment Token (KTON),N/A,N/A,0
SUKU,SUKU (SUKU),N/A,N/A,1500000000
FEX Token,FEX Token (FEX),N/A,N/A,30000000
AOS,AOS (AOS),N/A,N/A,100000000000
BlackPearl Token,BlackPearl Token (BPLC),N/A,N/A,64000000000
dForce,dForce (DF),N/A,N/A,1000000000
DIA,DIA (DIA),N/A,N/A,N/A
AICON,AICON (AICO),N/A,N/A,500000000
Flits,Flits (FLS),Quark,PoW/PoS,10000000
ETHPlus,ETHPlus (ETHP),N/A,N/A,20000000
MiL.k,MiL.k (MLK),N/A,N/A,1300000000
Liquidity Dividends Protocol,Liquidity Dividends Protocol (LID),N/A,N/A,0
Cream,Cream (CREAM),N/A,N/A,9000000
CryptoNewsNet,CryptoNewsNet (NEWS),N/A,N/A,N/A
MegaCoin,MegaCoin (MEC),Scrypt,PoW,42000000
People,People (MAN),Scrypt,PoW,7500000000
Hydro Protocol,Hydro Protocol (HOT),N/A,N/A,1560000000
Phantasma,Phantasma (SOUL),N/A,PoS,100000000
SoulCoin,SoulCoin (GOST),Scrypt,PoW/PoS,1400000000
Alqo,Alqo (XLQ),N/A,PoS,N/A
BitcoinPoS,BitcoinPoS (BPS),N/A,PoS,21000000
Geeq,Geeq (GEEQ),N/A,N/A,100000000
SafePost,SafePost (STAMP),N/A,N/A,100000000000
BuySell,BuySell (BULLC),N/A,PoS,1000000
DeFiPie,DeFiPie (DPIE),N/A,N/A,220000000
RMPL,RMPL (RMPL),N/A,N/A,0
Robonomics.network,Robonomics.network (XRT),N/A,N/A,0
MangoChain,MangoChain (MGP),N/A,N/A,461350541
Jubi Token,Jubi Token (JT),N/A,N/A,1000000000
Zenon,Zenon (ZNN),Quark,N/A,8655200
Serum,Serum (SRM),N/A,N/A,161000001
NXM,NXM (NXM),N/A,N/A,6215863
Edgeware,Edgeware (EDGEW),N/A,N/A,5058198342
Anchor Neural World,Anchor Neural World (ANW),N/A,N/A,1000000000
Curve DAO Token,Curve DAO Token (CRV),N/A,N/A,3303030299
BDCC COIN,BDCC COIN (BDCC),N/A,N/A,18000000
UMKA,UMKA (UMK),N/A,N/A,200000000
Kusama,Kusama (KSM),N/A,N/A,10000000
CorionX,CorionX (CORX),N/A,N/A,400000000
Parlay,Parlay (PARLAY),Scrypt,PoS,30000000
Parachute,Parachute (PAR),N/A,N/A,1000000000
CBDAO,CBDAO (SBREE),N/A,N/A,1068479
yearn.finance,yearn.finance (YFI),N/A,N/A,30000
PeerEx Network,PeerEx Network (PERX),N/A,N/A,365000000
BeachCoin,BeachCoin (BEACH),X11,PoW,21000000
The Sandbox,The Sandbox (SAND),N/A,N/A,3000000000
MANTRA DAO,MANTRA DAO (OM),N/A,N/A,120000000
Rise,Rise (RISE),DPoS,PoS,N/A
Long BNB with Up to 3x Leverage,Long BNB with Up to 3x Leverage (BNBUP),N/A,N/A,0
Short BNB with Up to 3x Leverage,Short BNB with Up to 3x Leverage (BNBDOWN),N/A,N/A,0
Long Tezos with Up to 3x Leverage,Long Tezos with Up to 3x Leverage (XTZUP),N/A,N/A,N/A
Short Tezos with Up to 3x Leverage,Short Tezos with Up to 3x Leverage (XTZDOWN),N/A,N/A,0
Alphacat,Alphacat (ACAT),N/A,N/A,6250000000
PARSIQ,PARSIQ (PRQ),N/A,N/A,500000000
Blocery,Blocery (BLY),N/A,N/A,1000000000
YFValue ,YFValue  (YFV),N/A,N/A,1256954.004811398476731087
renBTC ,renBTC  (RENBTC),N/A,N/A,8295.68264469
UniTrade,UniTrade (TRADE),N/A,N/A,50000000
4ART Coin,4ART Coin (4ART),N/A,N/A,3508500000
Bitcoin Captain,Bitcoin Captain (CAPT),N/A,N/A,0
TrustDAO,TrustDAO (TRUST),N/A,N/A,58411450
zzz.finance ,zzz.finance  (ZZZ),N/A,N/A,20000
YF Link,YF Link (YFL),N/A,N/A,50000
Anyswap,Anyswap (ANY),N/A,N/A,100000000
Multiplier ,Multiplier  (MXX),N/A,N/A,9000000000
Ethverse,Ethverse (ETHV),N/A,N/A,40000000
ReapChain,ReapChain (REAP),N/A,N/A,4900000000
Bridge Protocol,Bridge Protocol (BRDG),N/A,N/A,450000000
DeFinition,DeFinition (DZI),N/A,N/A,2360000.000000000
Zelwin,Zelwin (ZLW),N/A,N/A,300000000
BarterTrade,BarterTrade (BART),N/A,N/A,220544336
Fyooz,Fyooz (FYZ),N/A,N/A,50000000
Paris Saint-Germain Fan Token,Paris Saint-Germain Fan Token (PSG),N/A,N/A,20000000
SENSO,SENSO (SENSO),N/A,N/A,5915280000
HUPAYX,HUPAYX (HUP),N/A,N/A,10000000000
SkyHub Coin,SkyHub Coin (SHB),N/A,PoS,5000000
Robonomics Web Services,Robonomics Web Services (RWS),N/A,N/A,100
Zin Finance,Zin Finance (ZIN),N/A,N/A,1000000000
Xiotri ,Xiotri  (XIOT),N/A,N/A,5000
DigitalNote ,DigitalNote  (XDN),BMW512 / Echo512,PoW/PoS,6999999982
Falconswap,Falconswap (FSW),N/A,N/A,100000000
Hakka Finance,Hakka Finance (HAKKA),N/A,N/A,2147483647
Jarvis Reward Token,Jarvis Reward Token (JRT),N/A,N/A,565000000
Sushi,Sushi (SUSHI),N/A,N/A,0
Kulupu,Kulupu (KLP),N/A,PoW,210000000
ZelaaPayAE,ZelaaPayAE (ZPAE),N/A,N/A,350000000.0000000000000001
SatoPay,SatoPay (STOP),N/A,N/A,390000000
Heart Number,Heart Number (HTN),N/A,N/A,10000000000
DegenVC,DegenVC (DGVC),N/A,N/A,1000000
Port of DeFi Network,Port of DeFi Network (PDF),N/A,N/A,12000000
Rug,Rug (RUG),N/A,N/A,10000
CAT.trade Protocol,CAT.trade Protocol (CATX),N/A,N/A,100000000
DeFi Omega,DeFi Omega (DFIO),N/A,N/A,1000000
Newtonium,Newtonium (NEWTON),N/A,N/A,999000
Vidya,Vidya (VIDYA),N/A,N/A,50000000
Standard Crypto Fund,Standard Crypto Fund (QQQF),N/A,N/A,50000000
Libfx,Libfx (LIBFX),N/A,N/A,35000000
lien,lien (LIEN),N/A,N/A,1000000
JUST,JUST (JST),N/A,N/A,9900000000
Ambrosus,Ambrosus (AMB),Dagger,PoA,0
FME,FME (FME),N/A,N/A,90000000
Based Money,Based Money ($BASED),N/A,N/A,100000
yffi finance,yffi finance (YFFI),N/A,N/A,58125
Polkadot,Polkadot (DOT),N/A,N/A,1000000000
Klever,Klever (KLV),N/A,N/A,3627553333.815152
Scrypta,Scrypta (LYRA),N/A,N/A,N/A
Statera,Statera (STATERA),N/A,N/A,0
Pearl Finance,Pearl Finance (PEARL),N/A,N/A,35000.000000000000000000
tBridge Token,tBridge Token (TAI),N/A,N/A,3500000.000000000000000000
Dextoken Governance,Dextoken Governance (DEXG),N/A,N/A,20000
DFI.money,DFI.money (YFII),N/A,N/A,40000
YFISCURITY,YFISCURITY (YFIS),N/A,N/A,70000
Elrond,Elrond (EGLD),N/A,PoS,20000000
Elrond,Elrond (ERD),N/A,N/A,20000000000
Chain Games,Chain Games (CHAIN),N/A,N/A,500000000
OIN Finance,OIN Finance (OIN),N/A,N/A,100000000
Soft Link,Soft Link (SLINK),N/A,N/A,0
Unifi,Unifi (UNIFI),N/A,N/A,88888888
DACC2,DACC2 (DACC2),N/A,N/A,60000000000.000000000000000000
Social Finance,Social Finance (SOFI),N/A,N/A,19000
YFIVE FINANCE,YFIVE FINANCE (YFIVE),N/A,N/A,33000
Bast,Bast (BAST),N/A,N/A,10000
YFIEXCHANGE.FINANCE,YFIEXCHANGE.FINANCE (YFIE),N/A,N/A,50000
Guppy,Guppy (GUP),N/A,N/A,100000000
Metaverse,Metaverse (ETP),Ethash,N/A,100000000
Verge,Verge (XVG),Multiple,PoW,16555000000
Concentrated Voting Power,Concentrated Voting Power (CVP),N/A,N/A,100000000
Relevant,Relevant (RELVT),N/A,N/A,27777045
Carbon,Carbon (CUSD),N/A,N/A,N/A
Oax,Oax (OAX),N/A,N/A,100000000
Open Predict Token,Open Predict Token (OPTC),N/A,N/A,9900000
Insight Protocol,Insight Protocol (INXP),N/A,N/A,2000000000
 HackenAI, HackenAI (HAI),N/A,N/A,1000000000
Terra,Terra (LUNA),N/A,PoS,1000000000
TerraUSD,TerraUSD (UST),N/A,PoS,0
TerraSDT,TerraSDT (SDT),N/A,Pos,0
TerraKRW,TerraKRW (KRT),N/A,N/A,76004882839
